date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19700528,1970,70055,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,PITON C,Underground
19700530,1970,70029,France,FANGATAUFA,UGS,-22.2,-138.8,4.7,0,0,0,1000,WR,DRAGON,Atmospheric
19700624,1970,70030,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,ERIDAN,Atmospheric
19700625,1970,70031,Russia,ORENBG RUSS,ISC,52.2,55.7,4.9,0,0,2.3,2.3,PNE,MAGISTRAL,Underground
19700626,1970,70032,United States of America,NTS,ISC,37.08,-116.08,0,0,0,0,20,WR,ARNICA Y/V,Underground
19700628,1970,70033,Russia,SEMI KAZAKH,ISC,49.83,78.22,5.7,0,0,20,150,WR,UNKNOWN,Underground
19700628,1970,70064,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,PNE/WR,UNKNOWN,Underground
19700703,1970,70034,France,MURUROA,ISC,-21.8,-139.2,4.8,0,0,0,1000,WR,LICORNE,Atmospheric
19700721,1970,70035,Russia,SEMI KAZAKH,ISC,49.95,77.77,5.4,0,0,0.001,20,WR,UNKNOWN,Underground
19700724,1970,70036,Russia,SEMI KAZAKH,ISC,49.82,78.18,5.3,0,0,0.001,20,WR,UNKNOWN,Underground
19700727,1970,70037,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,PEGASE,Atmospheric
19700802,1970,70038,France,FANGATAUFA,DOE,-22,-139,0,0,0,0,200,WR,ORION,Atmospheric
19700806,1970,70039,France,MURUROA,DOE,-22,-139,0,0,0,0,1000,WR,TOUCAN,Atmospheric
19700906,1970,70040,Russia,SEMI KAZAKH,ISC,49.77,78.1,5.4,0,0,0.001,20,WR,UNKNOWN,Underground
19700906,1970,70065,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,PNE,UNKNOWN,Underground
19701013,1970,70056,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE/WR,SCREE A/A/CH,Underground
19701014,1970,70041,Russia,NZ RUSS,ISC,73.31,54.89,6.6,0,0,150,1500,WR,UNKNOWN,Underground
19701014,1970,70042,China,LOP NOR,ISC,40.92,89.4,4.6,0,0,3400,3400,WR,UNKNOWN,Atmospheric
19701014,1970,70043,United States of America,NTS,ISC,37.03,-116,5.5,0,0,20,200,WR,TIJERAS,Underground
19701028,1970,70057,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE/WR,TRUCHAS CH/CH/R,Underground
19701104,1970,70044,Russia,SEMI KAZAKH,ISC,50,77.82,5.4,0,0,0.001,20,PNE,UNKNOWN,Underground
19701105,1970,70045,United States of America,NTS,ISC,36.98,-116.04,0,0,0,20,200,WR,ABEYTAS,Underground
19701119,1970,70058,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,PENASCO,Underground
19701203,1970,70059,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,CORAZON/CARRIZO,Underground
19701212,1970,70046,Russia,MANGY KAZAKH,ISC,43.87,54.78,6,0,0,80,80,PNE,UNKNOWN,Underground
19701216,1970,70047,United States of America,NTS,ISC,37.01,-115.94,5.2,0,0,20,200,WR,ARTESIA,Underground
19701216,1970,70048,United States of America,NTS,ISC,37.23,-116.05,5.1,0,0,0,20,WR,AVENS A/A/A/C,Underground
19701216,1970,70060,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,CANJILON,Underground
19701217,1970,70049,Russia,SEMI KAZAKH,ISC,49.73,78.17,5.4,0,0,20,150,WR,UNKNOWN,Underground
19701217,1970,70050,United States of America,NTS,ISC,37.12,-116.05,5.8,0,0,220,220,WR,CARPETBAG,Underground
19701218,1970,70051,United States of America,NTS,ISC,37.12,-116.09,5.1,0,0,10,10,WR,BANEBERRY,Underground
19701223,1970,70052,Russia,MANGY KAZAKH,ISC,43.81,54.82,6,0,0,75,75,PNE,UNKNOWN,Underground
19710129,1971,71050,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WE,UNKNOWN,Underground
19710322,1971,71001,Russia,SEMI KAZAKH,UGS,49.7,78.2,5.8,0,0,20,150,PNE,UNKNOWN,Underground
19710322,1971,71051,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19710323,1971,71002,Russia,PERM RUSS,UGS,61.3,56.5,5.6,0,0,15,15,PNE,TAIGA,Underground
19710409,1971,71052,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.23,0.23,PNE,UNKNOWN,Underground
19710425,1971,71003,Russia,SEMI KAZAKH,UGS,49.8,78.1,5.9,0,0,90,90,WR,UNKNOWN,Underground
19710525,1971,71004,Russia,SEMI KAZAKH,UGS,49.8,78.2,5.2,0,0,0.001,20,WR,UNKNOWN,Underground
19710605,1971,71005,France,MURUROA,DOE,-22,-139,0,0,0,0,200,WR,DIONE,Atmospheric
19710606,1971,71006,Russia,SEMI KAZAKH,UGS,50,77.8,5.5,0,0,16,16,WR,UNKNOWN,Underground
19710612,1971,71007,France,MURUROA,DOE,-22,-139,0,0,0,0,1000,WE,ENCELADE,Atmospheric
19710616,1971,71008,United States of America,NTS,UGS,37,-116,4.9,0,0,0,20,WR,EMBUDO,Underground
19710619,1971,71009,Russia,SEMI KAZAKH,UGS,50,77.7,5.5,0,0,0.001,20,WR,UNKNOWN,Underground
19710623,1971,71010,United States of America,NTS,UGS,37,-116,4.8,0,0,20,200,WR,LAGUNA,Underground
19710623,1971,71041,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE,DEXTER,Underground
19710624,1971,71011,United States of America,NTS,UGS,37.1,-116.1,5.2,0,0,20,200,WR,HAREBELL,Underground
19710629,1971,71012,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WE,CAMPHOR,Underground
19710630,1971,71013,Russia,SEMI KAZAKH,UGS,50,79.1,5.4,0,0,0.001,20,WR,UNKNOWN,Underground
19710701,1971,71014,United States of America,NTS,DOE,37,-116,0,0,0,0,20,PNE,DIAMOND MINE,Underground
19710702,1971,71015,Russia,URAL RUSS,DOE,64,55,0,0,0,2.3,2.3,PNE,GLOBUS,Underground
19710704,1971,71016,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,JAPET,Atmospheric
19710708,1971,71017,United States of America,NTS,UGS,37.1,-116.1,5.5,0,0,83,83,PNE,KINIATA,Underground
19710709,1971,71042,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,BRACKEN,Underground
19710710,1971,71018,Russia,URAL RUSS,UGS,64.2,55.2,5.3,0,0,2.3,2.3,PNE,GLOBUS,Underground
19710721,1971,71043,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,APODACA,Underground
19710804,1971,71044,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,BARRANCA,Underground
19710805,1971,71045,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,NAMA A/M,Underground
19710806,1971,71046,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,BALTIC,Underground
19710808,1971,71019,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,PHOEBE,Atmospheric
19710814,1971,71020,France,MURUROA,UGS,-21.9,-139,4.7,0,0,0,1000,WR,RHEA,Atmospheric
19710818,1971,71021,United States of America,NTS,UGS,37.1,-116,5.4,0,0,20,200,WR,ALGODONES,Underground
19710919,1971,71022,Russia,URAL RUSS,UGS,57.8,41.1,4.5,0,0,2.3,2.3,PNE,GLOBUS,Underground
19710922,1971,71038,United States of America,NTS,DIS,37.07,-115.97,0,0,0,0,20,SE/WR,FRIJOLES,Underground
19710927,1971,71023,Russia,NZ RUSS,UGS,73.4,55.1,6.4,5.2,0,150,1500,WR,UNKNOWN,Underground
19710929,1971,71024,United States of America,NTS,UGS,37,-116,4.4,0,0,0,20,WR,PEDERNAL,Underground
19710929,1971,71047,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,CHANTILLY,Underground
19711004,1971,71025,Russia,ARKHAN RUSS,UGS,61.6,47.1,5.1,0,0,2.3,2.3,PNE,GLOBUS,Underground
19711008,1971,71026,United States of America,NTS,UGS,37.1,-116,4.7,0,0,0,20,WR,CATHAY,Underground
19711009,1971,71027,Russia,SEMI KAZAKH,UGS,50,77.7,5.4,0,0,12,12,WR,UNKNOWN,Underground
19711014,1971,71039,United States of America,NTS,DIS,37.32,-116.14,0,0,0,0,20,WR,LAGOON,Underground
19711021,1971,71028,Russia,SEMI KAZAKH,UGS,50,77.6,5.6,0,0,23,23,WR,UNKNOWN,Underground
19711022,1971,71029,Russia,ORENBG RUSS,UGS,51.6,54.5,5.3,0,0,15,15,PNE,SAPFIR,Underground
19711106,1971,71030,United States of America,AMCHITKA AK,UGS,51.5,179.1,6.8,5.7,0,0,5000,WR,CANNIKIN,Underground
19711118,1971,71031,China,LOP NOR,DOE,41.5,89,0,0,0,15,15,WR,UNKNOWN,Atmospheric
19711124,1971,71032,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WE,DIAGONAL LINE,Underground
19711129,1971,71033,Russia,SEMI KAZAKH,UGS,49.8,78.1,5.5,0,0,0,20,WR,UNKNOWN,Underground
19711130,1971,71040,United States of America,NTS,DIS,37.16,-116.15,0,0,0,0,20,WR,PARNASSIA,Underground
19711214,1971,71034,United States of America,NTS,UGS,37.1,-116.1,4.7,0,0,20,200,WR,CHAENACTIS,Underground
19711214,1971,71048,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,HOSPAH,Underground
19711214,1971,71049,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,YERBA,Underground
19711215,1971,71035,Russia,SEMI KAZAKH,UGS,50,77.9,4.9,0,0,0.001,20,WE,UNKNOWN,Underground
19711222,1971,71036,Russia,AZGIR KAZAKH,UGS,47.9,48.2,6,0,0,64,64,PNE,UNKNOWN,Underground
19711230,1971,71037,Russia,SEMI KAZAKH,UGS,49.8,78.1,5.8,0,0,20,150,WR,UNKNOWN,Underground
19711230,1971,71053,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19720105,1972,72042,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,MESCALERO,Underground
19720107,1972,72001,China,LOP NOR,DOE,41.5,89,0,0,0,8,8,WR,UNKNOWN,Atmospheric
19720203,1972,72036,United States of America,NTS,DIS,36.98,-115.81,0,0,0,0,20,WR,COWLES,Underground
19720210,1972,72002,Russia,SEMI KAZAKH,UGS,50,78.9,5.5,0,0,16,16,WR,UNKNOWN,Underground
19720217,1972,72043,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,DIANTHUS,Underground
19720310,1972,72003,Russia,SEMI KAZAKH,UGS,49.8,78.2,5.5,0,0,0.001,20,WR,UNKNOWN,Underground
19720318,1972,72004,China,LOP NOR,DOE,41.5,89,0,0,0,170,170,WR,UNKNOWN,Atmospheric
19720323,1972,72044,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SAPPHO,Underground
19720328,1972,72005,Russia,SEMI KAZAKH,UGS,49.7,78.2,5.2,0,0,0,20,WR,UNKNOWN,Underground
19720330,1972,72037,United States of America,NTS,DIS,36.97,-116.05,0,0,0,0,20,WR,ONAJA/OCATE,Underground
19720411,1972,72006,Russia,MARY TURKMEN,DOE,37.4,62,0,0,0,15,15,PNE,Surface,Underground
19720419,1972,72007,United States of America,NTS,UGS,37.122,-116.083,4.6,0,0,0,20,WR,LONGCHAMPS,Underground
19720419,1972,72045,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,JICARILLA,Underground
19720420,1972,72055,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,UNKNOWN,Underground
19720502,1972,72008,United States of America,NTS,UGS,37.2,-116.2,5,0,0,0,20,WE,MISTY NORTH,Underground
19720511,1972,72038,United States of America,NTS,DIS,37.25,-116.11,0,0,0,0,20,WR,KARA,Underground
19720517,1972,72009,United States of America,NTS,UGS,37.12,-116.088,4.4,0,0,0,20,WR,ZINNIA,Underground
19720519,1972,72010,United States of America,NTS,UGS,37.004,-116.002,4.9,0,0,0,20,WR,MONERO,Underground
19720607,1972,72011,Russia,SEMI KAZAKH,UGS,49.8,78.2,5.5,0,0,0.001,20,WE,UNKNOWN,Underground
19720607,1972,72046,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,MERIDA,Underground
19720625,1972,72012,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,UMBRIEL,Atmospheric
19720628,1972,72039,United States of America,NTS,DIS,37.12,-116.04,0,0,0,0,20,WR,CAPITAN,Underground
19720628,1972,72047,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,HAPLOPAPPUS,Underground
19720628,1972,72048,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TAJIQUE,Underground
19720630,1972,72013,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,TITANIA,Atmospheric
19720706,1972,72014,Russia,SEMI KAZAKH,UGS,49.7,78,4.4,0,0,0.001,20,WE,UNKNOWN,Underground
19720709,1972,72015,Russia,UKRAINE,DOE,0,0,0,0,0,3.8,3.8,PNE,FAKEL,Underground
19720720,1972,72016,United States of America,NTS,UGS,37.215,-116.183,5,0,0,0,20,WE,DIAMOND SCULLS,Underground
19720725,1972,72040,United States of America,NTS,DIS,37.02,-116.03,0,0,0,0,20,WR,ATARQUE,Underground
19720727,1972,72017,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,OBERON,Atmospheric
19720727,1972,72054,Russia,NZ RUSS,MTM,71,54,0,0,0,0.001,20,FMS,UNKNOWN,Underground
19720731,1972,72018,France,MURUROA,SPA,-22,-139,0,0,0,0,0,SE,ARIEL,Atmospheric
19720809,1972,72049,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE/WR,CEB/CUCH/SOL,Underground
19720816,1972,72019,Russia,SEMI KAZAKH,UGS,49.8,78.1,5.2,0,0,8,8,WE,UNKNOWN,Underground
19720820,1972,72020,Russia,KAZAKH,UGS,49.5,48.2,5.7,0,0,6.6,6.6,PNE,REGION,Underground
19720826,1972,72021,Russia,SEMI KAZAKH,UGS,50,77,5.5,0,0,0.001,20,WR,UNKNOWN,Underground
19720828,1972,72022,Russia,NZ RUSS,UGS,73.3,55.1,6.3,4.7,0,20,1500,WR,UNKNOWN,Underground
19720902,1972,72023,Russia,SEMI KAZAKH,UGS,50,77.7,5.1,0,0,2,2,WR,UNKNOWN,Underground
19720904,1972,72024,Russia,MURM RUSS,UGS,67.7,33.4,4.6,0,0,2.1,2.1,PNE,DNEPR-1,Underground
19720921,1972,72025,Russia,ORENBG RUSS,UGS,52.1,52,5.1,0,0,2.3,2.3,PNE,REGION,Underground
19720921,1972,72026,United States of America,NTS,UGS,37.082,-116.037,5.7,4.3,0,20,200,WR,OSCURO,Underground
19720926,1972,72027,United States of America,NTS,UGS,37.122,-116.085,4.4,0,0,15,15,WR,DELPHINIUM,Underground
19721003,1972,72028,Russia,KALMYK RUSS,UGS,46.8,45,5.8,0,0,6.6,6.6,PNE,REGION,Underground
19721102,1972,72029,Russia,SEMI KAZAKH,UGS,49.9,78.8,6.2,0,0,165,165,WR,UNKNOWN,Underground
19721109,1972,72041,United States of America,NTS,DIS,37.25,-116.32,0,0,0,0,20,WR,AKBAR,Underground
19721109,1972,72050,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,ARSENATE,Underground
19721117,1972,72051,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE/WR,CANNA U/L,Underground
19721124,1972,72030,Russia,ORENBG RUSS,UGS,52.8,51.1,4.7,0,0,2.3,2.3,PNE,REGION,Underground
19721124,1972,72031,Russia,KAZAKH,UGS,51.8,64.2,5.2,0,0,6.6,6.6,PNE,REGION,Underground
19721210,1972,72032,Russia,SEMI KAZAKH,UGS,49.8,78.1,5.7,0,0,0,150,WR,UNKNOWN,Underground
19721210,1972,72033,Russia,SEMI KAZAKH,UGS,50.1,78.8,0,0,0,140,140,PNE,UNKNOWN,Underground
19721212,1972,72052,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TULOSO,Underground
19721214,1972,72053,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SOLANUM,Underground
19721221,1972,72034,United States of America,NTS,UGS,37.14,-116.083,5,0,0,0,20,WE,FLAX SOURCE,Underground
19721221,1972,72056,United States of America,NTS,DOE,37,-116,0,0,0,0,200,WE,FLAX T/B,Underground
19721228,1972,72035,Russia,SEMI KAZAKH,DOE,51.7,77.2,0,0,0,0.001,20,WR,UNKNOWN,Underground
19730214,1973,73035,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,ALUMROOT,Underground
19730216,1973,73001,Russia,SEMI KAZAKH,UGS,49.8,78.2,5.6,0,0,20,150,WR,UNKNOWN,Underground
19730308,1973,73002,United States of America,NTS,UGS,37.103,-116.027,5.4,0,0,20,200,WR,MIERA,Underground
19730323,1973,73036,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,GAZOOK,Underground
19730405,1973,73037,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,NATOMA,Underground
19730419,1973,73003,Russia,SEMI KAZAKH,UGS,50,77.7,5.4,0,0,0.001,20,WR,UNKNOWN,Underground
19730425,1973,73004,United States of America,NTS,UGS,37.005,-116.028,4.7,0,0,0,20,WR,ANGUS/VELARDE,Underground
19730426,1973,73005,United States of America,NTS,UGS,37.123,-116.059,5.6,0,0,90,90,WR,STARWORT,Underground
19730426,1973,73038,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,COLMOR,Underground
19730509,1973,73039,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,MESITA,Underground
19730517,1973,73006,United States of America,RIFLE CO,UGS,39.793,-108.366,5.4,4.1,0,33,33,PNE,RIO BLANCO 1-3,Underground
19730524,1973,73007,United States of America,NTS,DOE,37.18,-116.09,0,0,0,0,20,WR,CABRESTO,Underground
19730524,1973,73008,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,KASHAN,Underground
19730605,1973,73009,United States of America,NTS,UGS,37.185,-116.215,5.1,0,0,0,20,WE,DIDO QUEEN,Underground
19730606,1973,73010,United States of America,NTS,UGS,37.245,-116.346,6.1,0,0,200,1000,WR,ALMENDRO,Underground
19730621,1973,73011,United States of America,NTS,UGS,37.1,-116,5.3,0,0,20,200,WR,POTRILLO,Underground
19730627,1973,73012,China,LOP NOR,UGS,40.6,89.5,4.8,0,0,0,0,WR,UNKNOWN,Atmospheric
19730628,1973,73013,United States of America,NTS,UGS,37.148,-116.086,4.9,0,0,20,200,WR,PORTULACA,Underground
19730628,1973,73014,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SILEKE,Underground
19730710,1973,73015,Russia,SEMI KAZAKH,UGS,49.8,78.1,5.4,0,0,0,20,SAM/WE,UNKNOWN,Underground
19730721,1973,73016,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,EUTERPE,Atmospheric
19730723,1973,73017,Russia,SEMI KAZAKH,UGS,50,78.9,6.3,4.7,0,150,1500,PNE,UNKNOWN,Underground
19730728,1973,73018,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,MELPOMENE,Atmospheric
19730815,1973,73019,Russia,KAZAKH,UGS,42.7,67.4,5.3,0,0,6.3,6.3,PNE,MERIDIAN,Underground
19730818,1973,73020,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,PALLAS,Atmospheric
19730824,1973,73021,France,MURUROA,DOE,-22,-139,0,0,0,0,20,WR,PARTHENOPE,Atmospheric
19730828,1973,73022,Russia,KAZAKH,UGS,50.5,68.4,5.3,0,0,6.3,6.3,PNE,MERIDIAN,Underground
19730828,1973,73034,France,W MURUROA,DIS,-22,-140,0,0,0,0,20,WR,TAMARA,Atmospheric
19730912,1973,73023,Russia,NZ RUSS,UGS,73.3,55.2,6.8,5,0,150,10000,WR,UNKNOWN,Underground
19730913,1973,73045,France,MURUROA,SPA,-22,-139,0,0,0,0,0,WR,VESTA,Atmospheric
19730919,1973,73024,Russia,KAZAKH,UGS,45.6,67.8,5.2,0,0,6.3,6.3,PNE,MERIDIAN,Underground
19730920,1973,73046,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,WR,UNKNOWN,Underground
19730927,1973,73025,Russia,NZ RUSS,UGS,70.8,53.9,6,4.9,0,20,150,FMS,UNKNOWN,Underground
19730930,1973,73026,Russia,ORENBG RUSS,UGS,51.6,54.6,5.2,0,0,10,10,PNE,SAPFIR,Underground
19731002,1973,73040,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,POLYGONUM,Underground
19731002,1973,73041,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,WALLER,Underground
19731012,1973,73027,United States of America,NTS,UGS,37.2,-116.203,4.8,0,0,0,20,WE,HUSCY ACE,Underground
19731026,1973,73028,Russia,SEMI KAZAKH,UGS,49.8,78.2,5.3,4.4,0,0.001,20,WE,UNKNOWN,Underground
19731026,1973,73029,Russia,BASHKIR RUSS,UGS,53.7,55.4,4.8,0,0,10,10,PNE,KAMA 2,Underground
19731027,1973,73030,Russia,NZ RUSS,UGS,70.8,54.2,6.9,5.5,0,1500,10000,WR,UNKNOWN,Underground
19731104,1973,73047,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19731128,1973,73031,United States of America,NTS,UGS,36.9,-116,4.4,0,0,0,20,WR,UNKNOWN,Underground
19731212,1973,73032,United States of America,NTS,DOE,37.06,-116.57,4.4,0,0,0,20,WR,PAJARA,Underground
19731213,1973,73042,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SEAFOAM,Underground
19731214,1973,73033,Russia,SEMI KAZAKH,UGS,50,79,6,4.4,0,20,150,WR,UNKNOWN,Underground
19731219,1973,73043,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,ELIDA,Underground
19731219,1973,73044,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE,SPAR,Underground
19731231,1973,73048,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19740110,1974,74044,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,PINEDROPS S/T/B,Underground
19740130,1974,74001,Russia,SEMI KAZAKH,UGS,49.9,78,4.6,0,0,0,20,WE,UNKNOWN,Underground
19740227,1974,74003,United States of America,NTS,UGS,37.104,-116.053,5.8,0,0,20,200,WR,LATIR,Underground
19740228,1974,74054,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,UNKNOWN,Underground
19740314,1974,74045,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,HULSEA,Underground
19740412,1974,74046,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,SAPELLO,Underground
19740416,1974,74005,Russia,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19740423,1974,74047,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,PORTRERO,Underground
19740501,1974,74048,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,PLOMO,Underground
19740508,1974,74049,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,JIB,Underground
19740516,1974,74006,Russia,SEMI KAZAKH,UGS,49.743,78.15,5.3,0,0,0.001,20,WR,UNKNOWN,Underground
19740518,1974,74007,India,POKHRAN,UGS,26.9,71.7,5,0,0,0,20,PNE,UNKNOWN,Underground
19740522,1974,74008,United States of America,NTS,ISC,37.06,-116.11,4.6,0,0,0,20,WE,GROVE,Underground
19740523,1974,74009,United Kingdom,NTS,UGS,37.1,-116.1,4.8,0,0,20,200,WR,FALLON,Underground
19740531,1974,74010,Russia,SEMI KAZAKH,UGS,49.952,78.844,5.9,0,0,20,150,PNE,UNKNOWN,Underground
19740606,1974,74011,United States of America,NTS,ISC,36.96,-116.02,0,0,0,0,20,WR,UNKNOWN,Underground
19740616,1974,74012,France,MURUROA,WTN,-22,-139,0,0,0,0,20,WR,CAPRICORNE,Atmospheric
19740617,1974,74013,China,LOP NOR,DOE,39.5,89.4,4.6,4.3,0,200,1000,WR,UNKNOWN,Atmospheric
19740619,1974,74014,United States of America,NTS,UGS,37.2,-116.2,5,0,0,0,20,WE,MING BLADE,Underground
19740625,1974,74015,Russia,SEMI KAZAKH,UGS,49.889,78.115,4.7,0,0,0.001,20,WE,UNKNOWN,Underground
19740701,1974,74055,France,MURUROA,SPA,-22,-139,0,0,0,0,0,SE,BELIER,Atmospheric
19740707,1974,74016,France,MURUROA,WTN,-22,-139,0,0,0,0,1000,WR,GEMEAUX,Atmospheric
19740708,1974,74017,Russia,BASHKIR RUSS,UGS,53.8,55.2,0,0,0,10,10,PNE,KAMA 1,Underground
19740710,1974,74018,Russia,SEMI KAZAKH,UGS,49.789,78.139,5.3,0,0,0.001,20,WR,UNKNOWN,Underground
19740710,1974,74019,United States of America,NTS,UGS,37.068,-116.032,5.7,0,0,20,200,WR,ESCAEOSA,Underground
19740717,1974,74020,France,MURUROA,WTN,-22,-139,0,0,0,0,20,WR,CENTAURE,Atmospheric
19740718,1974,74021,United States of America,NTS,ISC,37.09,-116.05,0,0,0,0,20,WR,CRESTLAKE T/B,Underground
19740725,1974,74023,France,WSW MURUROA,WTN,-22,-139,0,0,0,0,20,WR,MAQUIS,Atmospheric
19740728,1974,74056,France,MURUROA,SPA,-22,-139,0,0,0,0,0,SE,PERSEE,Atmospheric
19740729,1974,74059,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19740814,1974,74024,United States of America,NTS,UGS,37.023,-116.036,4.6,0,0,0,20,WR,PUYE,Underground
19740814,1974,74025,Russia,TYUMEN RUSS,UGS,68.913,75.899,5.5,0,0,7.6,7.6,PNE,GORIZONT,Underground
19740815,1974,74026,France,MURUROA,WTN,-22,-139,0,0,0,0,200,WR,SCORPION,Atmospheric
19740824,1974,74044,France,MURUROA,WTN,-22,-139,0,0,0,0,20,WR,TAUREAU,Atmospheric
19740829,1974,74028,Russia,NZ RUSS,UGS,73.366,55.094,6.4,5,0,0.001,1500,WR,UNKNOWN,Underground
19740829,1974,74029,Russia,KOMI RUSS,UGS,67.233,62.119,5.2,0,0,7.6,7.6,PNE,GORIZONT,Underground
19740830,1974,74030,United States of America,NTS,UGS,37.15,-116.083,5.8,0,0,20,200,WR,PORTMANTEAU,Underground
19740913,1974,74031,Russia,SEMI KAZAKH,UGS,49.82,78.091,5.2,0,0,0.001,20,WE,UNKNOWN,Underground
19740914,1974,74032,France,MURUROA,WTN,-22,-139,0,0,0,0,1000,WR,VERSEAU,Atmospheric
19740925,1974,74033,United States of America,NTS,ISC,36.99,-115.89,4.4,0,0,0,20,WR,PRATT,Underground
19740926,1974,74034,United States of America,NTS,UGS,37.133,-116.068,5.6,4.2,0,20,200,WR,STANYAN,Underground
19740926,1974,74050,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TRUMBULL,Underground
19741002,1974,74057,Russia,JAKUTS RUSS,MTM,0,0,0,0,0,1.7,1.7,PNE,KRISTALL,Underground
19741016,1974,74035,Russia,SEMI KAZAKH,UGS,49.972,78.96,5.5,0,0,0.001,20,WE,UNKNOWN,Underground
19741017,1974,74051,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,ESTACA,Underground
19741028,1974,74036,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WE,HYBLA FAIR,Underground
19741102,1974,74037,Russia,NZ RUSS,UGS,70.817,54.063,6.7,5.3,0,1500,10000,WR,UNKNOWN,Underground
19741102,1974,74052,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,TEMESCAL,Underground
